tipo_vivienda;variación;periodo;total
Vivienda segunda mano;Variación trimestral;2016T4;0,7
Vivienda segunda mano;Variación trimestral;2016T3;1,0
Vivienda segunda mano;Variación trimestral;2016T2;1,5
Vivienda segunda mano;Variación trimestral;2016T1;1,3
Vivienda segunda mano;Variación trimestral;2015T4;-0,3
Vivienda segunda mano;Variación trimestral;2015T3;0,7
Vivienda segunda mano;Variación trimestral;2015T2;4,6
Vivienda segunda mano;Variación trimestral;2015T1;-1,0
Vivienda segunda mano;Variación trimestral;2014T4;0,3
Vivienda segunda mano;Variación trimestral;2014T3;0,0
Vivienda segunda mano;Variación trimestral;2014T2;1,9
Vivienda segunda mano;Variación trimestral;2014T1;-0,4
Vivienda segunda mano;Variación trimestral;2013T4;-1,3
Vivienda segunda mano;Variación trimestral;2013T3;0,1
Vivienda segunda mano;Variación trimestral;2013T2;-0,1
Vivienda segunda mano;Variación trimestral;2013T1;-6,5
Vivienda segunda mano;Variación trimestral;2012T4;-1,6
Vivienda segunda mano;Variación trimestral;2012T3;-4,4
Vivienda segunda mano;Variación trimestral;2012T2;-3,7
Vivienda segunda mano;Variación trimestral;2012T1;-5,1
Vivienda segunda mano;Variación trimestral;2011T4;-4,3
Vivienda segunda mano;Variación trimestral;2011T3;-3,6
Vivienda segunda mano;Variación trimestral;2011T2;-0,9
Vivienda segunda mano;Variación trimestral;2011T1;-5,6
Vivienda segunda mano;Variación trimestral;2010T4;0,3
Vivienda segunda mano;Variación trimestral;2010T3;-2,2
Vivienda segunda mano;Variación trimestral;2010T2;1,2
Vivienda segunda mano;Variación trimestral;2010T1;-0,9
Vivienda segunda mano;Variación trimestral;2009T4;0,1
Vivienda segunda mano;Variación trimestral;2009T3;-0,5
Vivienda segunda mano;Variación trimestral;2009T2;-0,1
Vivienda segunda mano;Variación trimestral;2009T1;-3,0
Vivienda segunda mano;Variación trimestral;2008T4;-4,8
Vivienda segunda mano;Variación trimestral;2008T3;-3,6
Vivienda segunda mano;Variación trimestral;2008T2;-1,7
Vivienda segunda mano;Variación trimestral;2008T1;-1,0
Vivienda segunda mano;Variación trimestral;2007T4;-2,5
Vivienda segunda mano;Variación trimestral;2007T3;0,2
Vivienda segunda mano;Variación trimestral;2007T2;2,7
Vivienda segunda mano;Variación trimestral;2007T1;2,0
Vivienda segunda mano;Variación anual;2023T2;2,9
Vivienda segunda mano;Variación anual;2023T1;3,0
Vivienda segunda mano;Variación anual;2022T4;5,3
Vivienda segunda mano;Variación anual;2022T3;7,8
Vivienda segunda mano;Variación anual;2022T2;7,9
Vivienda segunda mano;Variación anual;2022T1;8,2
Vivienda segunda mano;Variación anual;2021T4;6,4
Vivienda segunda mano;Variación anual;2021T3;4,3
Vivienda segunda mano;Variación anual;2021T2;2,9
Vivienda segunda mano;Variación anual;2021T1;0,7
Vivienda segunda mano;Variación anual;2020T4;0,4
Vivienda segunda mano;Variación anual;2020T3;0,8
Vivienda segunda mano;Variación anual;2020T2;1,8
Vivienda segunda mano;Variación anual;2020T1;2,7
Vivienda segunda mano;Variación anual;2019T4;3,4
Vivienda segunda mano;Variación anual;2019T3;4,4
Vivienda segunda mano;Variación anual;2019T2;5,0
Vivienda segunda mano;Variación anual;2019T1;6,2
Vivienda segunda mano;Variación anual;2018T4;6,4
Vivienda segunda mano;Variación anual;2018T3;7,3
Vivienda segunda mano;Variación anual;2018T2;7,0
Vivienda segunda mano;Variación anual;2018T1;6,3
Vivienda segunda mano;Variación anual;2017T4;7,2
Vivienda segunda mano;Variación anual;2017T3;6,7
Vivienda segunda mano;Variación anual;2017T2;5,8
Vivienda segunda mano;Variación anual;2017T1;5,3
Vivienda segunda mano;Variación anual;2016T4;4,5
Vivienda segunda mano;Variación anual;2016T3;3,5
Vivienda segunda mano;Variación anual;2016T2;3,2
Vivienda segunda mano;Variación anual;2016T1;6,4
Vivienda segunda mano;Variación anual;2015T4;4,0
Vivienda segunda mano;Variación anual;2015T3;4,5
Vivienda segunda mano;Variación anual;2015T2;3,8
Vivienda segunda mano;Variación anual;2015T1;1,1
Vivienda segunda mano;Variación anual;2014T4;1,7
Vivienda segunda mano;Variación anual;2014T3;0,1
Vivienda segunda mano;Variación anual;2014T2;0,2
Vivienda segunda mano;Variación anual;2014T1;-1,7
Vivienda segunda mano;Variación anual;2013T4;-7,7
Vivienda segunda mano;Variación anual;2013T3;-8,0
Vivienda segunda mano;Variación anual;2013T2;-12,1
Vivienda segunda mano;Variación anual;2013T1;-15,3
Vivienda segunda mano;Variación anual;2012T4;-14,0
Vivienda segunda mano;Variación anual;2012T3;-16,4
Vivienda segunda mano;Variación anual;2012T2;-15,7
Vivienda segunda mano;Variación anual;2012T1;-13,3
Vivienda segunda mano;Variación anual;2011T4;-13,7
Vivienda segunda mano;Variación anual;2011T3;-9,6
Vivienda segunda mano;Variación anual;2011T2;-8,3
Vivienda segunda mano;Variación anual;2011T1;-6,3
Vivienda segunda mano;Variación anual;2010T4;-1,6
Vivienda segunda mano;Variación anual;2010T3;-1,8
Vivienda segunda mano;Variación anual;2010T2;0,0
Vivienda segunda mano;Variación anual;2010T1;-1,4
Vivienda segunda mano;Variación anual;2009T4;-3,5
Vivienda segunda mano;Variación anual;2009T3;-8,3
Vivienda segunda mano;Variación anual;2009T2;-11,2
Vivienda segunda mano;Variación anual;2009T1;-12,5
Vivienda segunda mano;Variación anual;2008T4;-10,7
Vivienda segunda mano;Variación anual;2008T3;-8,6
Vivienda segunda mano;Variación anual;2008T2;-4,9
Vivienda segunda mano;Variación anual;2008T1;-0,7
Vivienda segunda mano;Variación anual;2007T4;2,4
Vivienda segunda mano;Variación anual;2007T3;7,5
Vivienda segunda mano;Variación anual;2007T2;10,3
Vivienda segunda mano;Variación anual;2007T1;13,0
Vivienda segunda mano;Variación en lo que va de año;2023T2;2,4
Vivienda segunda mano;Variación en lo que va de año;2023T1;0,2
Vivienda segunda mano;Variación en lo que va de año;2022T4;5,3
Vivienda segunda mano;Variación en lo que va de año;2022T3;6,8
Vivienda segunda mano;Variación en lo que va de año;2022T2;4,8
Vivienda segunda mano;Variación en lo que va de año;2022T1;2,4
Vivienda segunda mano;Variación en lo que va de año;2021T4;6,4
Vivienda segunda mano;Variación en lo que va de año;2021T3;5,4
Vivienda segunda mano;Variación en lo que va de año;2021T2;3,4
Vivienda segunda mano;Variación en lo que va de año;2021T1;0,7
Vivienda segunda mano;Variación en lo que va de año;2020T4;0,4
Vivienda segunda mano;Variación en lo que va de año;2020T3;1,5
Vivienda segunda mano;Variación en lo que va de año;2020T2;0,9
Vivienda segunda mano;Variación en lo que va de año;2020T1;0,4
Vivienda segunda mano;Variación en lo que va de año;2019T4;3,4
Vivienda segunda mano;Variación en lo que va de año;2019T3;4,1
Vivienda segunda mano;Variación en lo que va de año;2019T2;2,5
Vivienda segunda mano;Variación en lo que va de año;2019T1;1,1
Vivienda segunda mano;Variación en lo que va de año;2018T4;6,4
Vivienda segunda mano;Variación en lo que va de año;2018T3;6,1
Vivienda segunda mano;Variación en lo que va de año;2018T2;3,9
Vivienda segunda mano;Variación en lo que va de año;2018T1;1,3
Vivienda segunda mano;Variación en lo que va de año;2017T4;7,2
Vivienda segunda mano;Variación en lo que va de año;2017T3;6,0
Vivienda segunda mano;Variación en lo que va de año;2017T2;4,0
Vivienda segunda mano;Variación en lo que va de año;2017T1;2,1
Vivienda segunda mano;Variación en lo que va de año;2016T4;4,5
Vivienda segunda mano;Variación en lo que va de año;2016T3;3,8
Vivienda segunda mano;Variación en lo que va de año;2016T2;2,8
Vivienda segunda mano;Variación en lo que va de año;2016T1;1,3
Vivienda segunda mano;Variación en lo que va de año;2015T4;4,0
Vivienda segunda mano;Variación en lo que va de año;2015T3;4,3
Vivienda segunda mano;Variación en lo que va de año;2015T2;3,6
Vivienda segunda mano;Variación en lo que va de año;2015T1;-1,0
Vivienda segunda mano;Variación en lo que va de año;2014T4;1,7
Vivienda segunda mano;Variación en lo que va de año;2014T3;1,5
Vivienda segunda mano;Variación en lo que va de año;2014T2;1,5
Vivienda segunda mano;Variación en lo que va de año;2014T1;-0,4
Vivienda segunda mano;Variación en lo que va de año;2013T4;-7,7
Vivienda segunda mano;Variación en lo que va de año;2013T3;-6,5
Vivienda segunda mano;Variación en lo que va de año;2013T2;-6,6
Vivienda segunda mano;Variación en lo que va de año;2013T1;-6,5
Vivienda segunda mano;Variación en lo que va de año;2012T4;-14,0
Vivienda segunda mano;Variación en lo que va de año;2012T3;-12,6
Vivienda segunda mano;Variación en lo que va de año;2012T2;-8,6
Vivienda segunda mano;Variación en lo que va de año;2012T1;-5,1
Vivienda segunda mano;Variación en lo que va de año;2011T4;-13,7
Vivienda segunda mano;Variación en lo que va de año;2011T3;-9,8
Vivienda segunda mano;Variación en lo que va de año;2011T2;-6,4
Vivienda segunda mano;Variación en lo que va de año;2011T1;-5,6
Vivienda segunda mano;Variación en lo que va de año;2010T4;-1,6
Vivienda segunda mano;Variación en lo que va de año;2010T3;-1,9
Vivienda segunda mano;Variación en lo que va de año;2010T2;0,3
Vivienda segunda mano;Variación en lo que va de año;2010T1;-0,9
Vivienda segunda mano;Variación en lo que va de año;2009T4;-3,5
Vivienda segunda mano;Variación en lo que va de año;2009T3;-3,6
Vivienda segunda mano;Variación en lo que va de año;2009T2;-3,2
Vivienda segunda mano;Variación en lo que va de año;2009T1;-3,0
Vivienda segunda mano;Variación en lo que va de año;2008T4;-10,7
Vivienda segunda mano;Variación en lo que va de año;2008T3;-6,2
Vivienda segunda mano;Variación en lo que va de año;2008T2;-2,7
Vivienda segunda mano;Variación en lo que va de año;2008T1;-1,0
Vivienda segunda mano;Variación en lo que va de año;2007T4;2,4
Vivienda segunda mano;Variación en lo que va de año;2007T3;5,1
Vivienda segunda mano;Variación en lo que va de año;2007T2;4,8
Vivienda segunda mano;Variación en lo que va de año;2007T1;2,0
General;Índice;2023T2;142,672
General;Índice;2023T1;138,890
General;Índice;2022T4;138,587
General;Índice;2022T3;138,730
General;Índice;2022T2;136,525
General;Índice;2022T1;133,300
General;Índice;2021T4;130,178
General;Índice;2021T3;128,119
General;Índice;2021T2;123,878
General;Índice;2021T1;120,217
General;Índice;2020T4;120,518
General;Índice;2020T3;120,819
General;Índice;2020T2;119,613
General;Índice;2020T1;119,440
General;Índice;2019T4;118,553
General;Índice;2019T3;119,331
General;Índice;2019T2;116,842
General;Índice;2019T1;114,705
General;Índice;2018T4;113,831
General;Índice;2018T3;112,673
General;Índice;2018T2;110,695
General;Índice;2018T1;108,283
General;Índice;2017T4;107,763
General;Índice;2017T3;106,913
General;Índice;2017T2;105,676
General;Índice;2017T1;104,051
General;Índice;2016T4;103,142
General;Índice;2016T3;103,113
General;Índice;2016T2;103,201
General;Índice;2016T1;101,910
General;Índice;2015T4;101,029
General;Índice;2015T3;101,734
General;Índice;2015T2;100,600
General;Índice;2015T1;96,637
General;Índice;2014T4;98,094
General;Índice;2014T3;97,478
General;Índice;2014T2;97,214
General;Índice;2014T1;95,522
General;Índice;2013T4;96,389
General;Índice;2013T3;97,433
General;Índice;2013T2;96,563
General;Índice;2013T1;97,307
General;Índice;2012T4;102,861
General;Índice;2012T3;104,624
General;Índice;2012T2;106,719
General;Índice;2012T1;110,865
General;Índice;2011T4;116,257
General;Índice;2011T3;119,932
General;Índice;2011T2;122,836
General;Índice;2011T1;122,879
General;Índice;2010T4;126,862
General;Índice;2010T3;127,118
General;Índice;2010T2;130,094
General;Índice;2010T1;128,360
General;Índice;2009T4;129,541
General;Índice;2009T3;129,930
General;Índice;2009T2;130,679
General;Índice;2009T1;130,500
General;Índice;2008T4;131,847
General;Índice;2008T3;135,361
General;Índice;2008T2;135,178
General;Índice;2008T1;135,751
General;Índice;2007T4;135,785
General;Índice;2007T3;133,943
General;Índice;2007T2;130,901
General;Índice;2007T1;127,081
General;Variación trimestral;2023T2;2,7
General;Variación trimestral;2023T1;0,2
General;Variación trimestral;2022T4;-0,1
General;Variación trimestral;2022T3;1,6
General;Variación trimestral;2022T2;2,4
General;Variación trimestral;2022T1;2,4
General;Variación trimestral;2021T4;1,6
General;Variación trimestral;2021T3;3,4
General;Variación trimestral;2021T2;3,0
General;Variación trimestral;2021T1;-0,2
General;Variación trimestral;2020T4;-0,2
General;Variación trimestral;2020T3;1,0
General;Variación trimestral;2020T2;0,1
General;Variación trimestral;2020T1;0,7
General;Variación trimestral;2019T4;-0,7
General;Variación trimestral;2019T3;2,1
General;Variación trimestral;2019T2;1,9
General;Variación trimestral;2019T1;0,8
General;Variación trimestral;2018T4;1,0
General;Variación trimestral;2018T3;1,8
General;Variación trimestral;2018T2;2,2
General;Variación trimestral;2018T1;0,5
General;Variación trimestral;2017T4;0,8
General;Variación trimestral;2017T3;1,2
General;Variación trimestral;2017T2;1,6
General;Variación trimestral;2017T1;0,9
General;Variación trimestral;2016T4;0,0
General;Variación trimestral;2016T3;-0,1
General;Variación trimestral;2016T2;1,3
General;Variación trimestral;2016T1;0,9
General;Variación trimestral;2015T4;-0,7
General;Variación trimestral;2015T3;1,1
General;Variación trimestral;2015T2;4,1
General;Variación trimestral;2015T1;-1,5
General;Variación trimestral;2014T4;0,6
General;Variación trimestral;2014T3;0,3
General;Variación trimestral;2014T2;1,8
General;Variación trimestral;2014T1;-0,9
General;Variación trimestral;2013T4;-1,1
General;Variación trimestral;2013T3;0,9
General;Variación trimestral;2013T2;-0,8
General;Variación trimestral;2013T1;-5,4
General;Variación trimestral;2012T4;-1,7
General;Variación trimestral;2012T3;-2,0
General;Variación trimestral;2012T2;-3,7
General;Variación trimestral;2012T1;-4,6
General;Variación trimestral;2011T4;-3,1
General;Variación trimestral;2011T3;-2,4
General;Variación trimestral;2011T2;0,0
General;Variación trimestral;2011T1;-3,1
General;Variación trimestral;2010T4;-0,2
General;Variación trimestral;2010T3;-2,3
General;Variación trimestral;2010T2;1,4
General;Variación trimestral;2010T1;-0,9
General;Variación trimestral;2009T4;-0,3
General;Variación trimestral;2009T3;-0,6
General;Variación trimestral;2009T2;0,1
General;Variación trimestral;2009T1;-1,0
General;Variación trimestral;2008T4;-2,6
General;Variación trimestral;2008T3;0,1
General;Variación trimestral;2008T2;-0,4
General;Variación trimestral;2008T1;0,0
General;Variación trimestral;2007T4;1,4
General;Variación trimestral;2007T3;2,3
General;Variación trimestral;2007T2;3,0
General;Variación trimestral;2007T1;4,0
General;Variación anual;2023T2;4,5
General;Variación anual;2023T1;4,2
General;Variación anual;2022T4;6,5
General;Variación anual;2022T3;8,3
General;Variación anual;2022T2;10,2
General;Variación anual;2022T1;10,9
General;Variación anual;2021T4;8,0
General;Variación anual;2021T3;6,0
General;Variación anual;2021T2;3,6
General;Variación anual;2021T1;0,7
General;Variación anual;2020T4;1,7
General;Variación anual;2020T3;1,2
General;Variación anual;2020T2;2,4
General;Variación anual;2020T1;4,1
General;Variación anual;2019T4;4,1
General;Variación anual;2019T3;5,9
General;Variación anual;2019T2;5,6
General;Variación anual;2019T1;5,9
General;Variación anual;2018T4;5,6
General;Variación anual;2018T3;5,4
General;Variación anual;2018T2;4,8
General;Variación anual;2018T1;4,1
General;Variación anual;2017T4;4,5
General;Variación anual;2017T3;3,7
General;Variación anual;2017T2;2,4
General;Variación anual;2017T1;2,1
General;Variación anual;2016T4;2,1
General;Variación anual;2016T3;1,4
General;Variación anual;2016T2;2,6
General;Variación anual;2016T1;5,5
General;Variación anual;2015T4;3,0
General;Variación anual;2015T3;4,4
General;Variación anual;2015T2;3,5
General;Variación anual;2015T1;1,2
General;Variación anual;2014T4;1,8
General;Variación anual;2014T3;0,0
General;Variación anual;2014T2;0,7
General;Variación anual;2014T1;-1,8
General;Variación anual;2013T4;-6,3
General;Variación anual;2013T3;-6,9
General;Variación anual;2013T2;-9,5
General;Variación anual;2013T1;-12,2
General;Variación anual;2012T4;-11,5
General;Variación anual;2012T3;-12,8
General;Variación anual;2012T2;-13,1
General;Variación anual;2012T1;-9,8
General;Variación anual;2011T4;-8,4
General;Variación anual;2011T3;-5,7
General;Variación anual;2011T2;-5,6
General;Variación anual;2011T1;-4,3
General;Variación anual;2010T4;-2,1
General;Variación anual;2010T3;-2,2
General;Variación anual;2010T2;-0,4
General;Variación anual;2010T1;-1,6
